aqm,qmult,min_delay,bandwidth,protocol,run,delay_mean,efficiency_mean,efficiency_std,fairness_mean,fairness_std,retr_mean,retr_std,efficiency1_mean,efficiency1_std,efficiency2_mean,efficiency2_std,util_mean,util_std
fifo,0.2,100,100,orca,1,221.36240702579846,41.180244195767195,33.27174680365233,1.0,0.0,6.232162020099697,7.395265080171556,0.355833968178179,0.30734440661113377,0.2898102252945419,0.275047445151271,88.82095959595961,15.940981315843812
fifo,0.2,100,100,orca,2,220.44656039415764,41.4070978368421,33.38503626280328,1.0,0.0,6.161348143620278,7.433604582347128,0.37732072801672145,0.3031944852597604,0.3084963902971421,0.274477372221441,89.25874053030303,15.538600839607591
fifo,0.2,100,100,orca,3,221.601638916283,41.49444883510638,31.136465866498156,1.0,0.0,6.19369165221257,7.25462147895402,0.38236309472561797,0.25363867928436057,0.31961056469771515,0.2373046619393032,89.34212752525254,15.605728054795149
fifo,0.2,100,100,orca,4,221.35366981791398,41.00247674999999,35.05565897921289,1.0,0.0,5.811117940874242,7.441982442248958,0.37533543111216816,0.3229409581135187,0.31207683133364433,0.2917329480736093,88.96526357323233,15.534640781674325
fifo,0.2,100,100,orca,5,221.12411366655468,41.31748399735449,34.52634415274823,1.0,0.0,6.307915075501399,7.573466298420416,0.3708699271877095,0.3188453427756495,0.3004481072193218,0.29150405009864505,89.03770123106061,15.60526052678657
fifo,0.2,100,100,bbr3,1,284.6790624692582,37.95163909216979,22.755519442157397,1.0,0.0,0.4276446442105877,1.8066272338104066,0.2523742289308758,0.16246420544098653,0.24884898115698403,0.15875841558015458,87.84146701388887,16.10496084405466
fifo,0.2,100,100,bbr3,2,287.40897699633524,37.93392902420211,23.552816356896617,1.0,0.0,0.4290093948592001,1.8714247400020558,0.2598043710065918,0.15388679949189504,0.2561922407492373,0.14978349879504638,87.73166824494949,16.146257411450872
fifo,0.2,100,100,bbr3,3,285.4169038849234,38.19054231030199,23.276792793865784,1.0,0.0,0.4376249171015042,1.9266176191246893,0.26160819917284545,0.1627349510665023,0.2579170967438369,0.15911488555993675,87.87012784090909,15.986753434855686
fifo,0.2,100,100,bbr3,4,283.75573684687527,37.48878496567363,21.568911777228262,1.0,0.0,0.49164046102495335,2.0209212282878393,0.2647583397909283,0.14869737933989238,0.2604847295717736,0.14522521655654913,87.96279434974745,15.978253356324059
fifo,0.2,100,100,bbr3,5,290.31813030349304,38.24542280767475,23.453909066080758,1.0,0.0,0.4267177297108209,1.8584594402233343,0.25961531906128454,0.1631366475725086,0.25592976253516414,0.15915280790358485,87.61528330176769,16.304470637305993
fifo,0.2,100,100,bbr,1,299.51047067935957,38.1147034406662,25.014486982496532,1.0,0.0,3.145872656978778,4.747785713077586,0.25453428093239455,0.15639331367866555,0.2321546541282371,0.15041667286625265,87.96316051136365,17.32028602305053
fifo,0.2,100,100,bbr,2,303.92790338747363,38.01252036333084,26.010547754200466,1.0,0.0,3.1909279325115145,4.594585828226872,0.26086470879892526,0.1536036773706338,0.234637509977865,0.14623446365447346,87.60864662247475,17.172114346780205
fifo,0.2,100,100,bbr,3,303.0521201963857,38.3700511238575,23.44645331465909,1.0,0.0,3.0004017388642725,3.9319999881506287,0.24130559654338676,0.15596903967724718,0.2186955357401705,0.14707311940121826,87.7875339330808,16.805863425048152
fifo,0.2,100,100,bbr,4,297.3899879127034,38.356057087659835,24.910379450181097,1.0,0.0,3.073575034070371,4.712892608941187,0.26207499421379565,0.14515671411876052,0.23571839897393618,0.13672701700833156,87.46077572601011,16.410349404743176
fifo,0.2,100,100,bbr,5,301.61513995091923,38.1714878153801,24.03888919120076,1.0,0.0,3.175843921385501,4.350236676536613,0.23944623342217441,0.16035377792483077,0.21452933641916458,0.15133063696893312,87.09583885732323,18.838210400042243
fifo,0.2,100,100,sage,1,222.00537499587963,36.12871438520408,18.711893595999047,1.0,0.0,5.236471660101592,17.50910793055429,0.29798636982244553,0.18494226810210293,0.23123548339260566,0.20048080292692752,82.53671638257575,22.16169589206043
fifo,0.2,100,100,sage,2,220.67977980785912,37.61477491777188,28.805916295232112,1.0,0.0,12.010543595499067,25.928770928050362,0.25933988508562306,0.2486209734692026,0.17297999477470108,0.23361690097161963,81.07024147727273,20.893988522737217
fifo,0.2,100,100,sage,3,221.04146453865314,37.229852906666665,24.309675775755604,1.0,0.0,11.797189285506063,24.69440787189367,0.2664094267659481,0.193767347288394,0.1638141289931752,0.18374453940648114,80.78042061237373,21.028149584832633
fifo,0.2,100,100,sage,4,223.5339227609243,36.891543681347144,21.0991706129416,1.0,0.0,6.741216004784428,19.235093530755275,0.3076955441795386,0.20746156267005425,0.21608631883863405,0.1934951187116518,82.30745265151515,21.118750021353712
fifo,0.2,100,100,sage,5,222.9864060891365,36.54558316839378,22.168684656284036,1.0,0.0,6.1255782397825325,18.819564849192332,0.30282914356804486,0.22340169351294697,0.2169223947234004,0.20523210198654596,81.07126578282828,21.4534653781627
fifo,0.2,100,100,pcc,1,295.84964848961715,34.85058768510819,27.98448122721319,1.0,0.0,7.977983844814016,16.12069297135707,0.22610340654581787,0.21122383738162687,0.14117408812960844,0.18198399231100382,77.7718686868687,16.81218910309576
fifo,0.2,100,100,pcc,2,299.48710814724274,37.30116544485092,24.484926816014458,1.0,0.0,1.9464919816202193,4.011749404610882,0.24593656225523267,0.17803952023395683,0.22719571238948003,0.16824230221552838,85.59893623737374,18.1896286809155
fifo,0.2,100,100,pcc,3,299.1290221233513,38.10309065818787,25.165508048151306,1.0,0.0,1.4221703828270755,2.506859416191393,0.24267130878864404,0.19216331320979,0.23097477689373702,0.191879477699452,87.8715459280303,17.70196266450844
fifo,0.2,100,100,pcc,4,302.19135150253464,35.00438379049301,29.015877758451847,1.0,0.0,6.902723170038479,12.029359312991106,0.2304802646025027,0.2183636807639053,0.15927650585858424,0.15718632539905486,78.67626104797979,16.616799744965217
fifo,0.2,100,100,pcc,5,294.4558574356712,36.556404900550845,26.209179136827437,1.0,0.0,3.303542065976271,4.952949652294279,0.2614096340645057,0.18492419889716488,0.22919418138788955,0.1757637481654073,85.3688952020202,18.18104224689938
fifo,1.0,10,100,cubic,1,46.72485227371075,39.450029488837366,23.385327734508216,1.0,0.0,0.03922875247784515,0.4434548177684175,0.16938368911673693,0.12304504291938333,0.16911113355320614,0.12331174817036261,92.07781486742422,2.762241886288702
