aqm,qmult,min_delay,bandwidth,protocol,run,flow,goodput_mean,goodput_std,delay_mean,delay_std,retr_mean,retr_std,util_mean,util_std
fifo,0.2,10,100,vivace,2,1,12.991585919465395,6.858696092531211,24.20777222222223,0.6844536390302801,145.55445544554456,101.4048790983476,94.81517045454547,5.517546904150919
fifo,0.2,10,100,vivace,2,2,24.982385838095908,20.186789922793363,23.69237208333334,1.0823184472046534,219.76673267326734,410.1574621754648,94.81517045454547,5.517546904150919
fifo,0.2,10,100,vivace,2,3,41.80465170185695,31.74278292894587,23.576374444444447,1.080678035886631,1296.5,2349.485314366583,94.81517045454547,5.517546904150919
fifo,0.2,10,100,vivace,3,0,85.43211312399235,5.69690840673485,23.955778805555557,0.24584565912832756,4560.1633999999995,1197.6374787731306,94.82497869318185,5.421990279680983
fifo,0.2,10,100,vivace,3,1,2.7530007296489654,0.8224516464730945,24.732803500000003,0.6388762356363779,33.26732673267327,13.173375489303346,94.82497869318185,5.421990279680983
fifo,0.2,10,100,vivace,3,2,1.8360707020487936,0.6680756396905566,25.531461249999996,1.2446561436710335,22.455445544554454,11.045836095538668,94.82497869318185,5.421990279680983
fifo,0.2,10,100,vivace,3,3,68.5042893019913,35.740048776626175,23.900859500000003,0.5437918101801075,2447.78,1708.3419782782,94.82497869318185,5.421990279680983
fifo,0.2,10,100,vivace,4,0,80.26569673448212,10.165458848160723,24.02690716666666,0.24625984168494858,4963.9226,1340.5259960727008,94.80624131944445,5.514575775535413
fifo,0.2,10,100,vivace,4,1,4.9380605481260575,2.145788733143015,24.428809722222223,0.4893514757853833,69.54455445544555,30.684694801309416,94.80624131944445,5.514575775535413
fifo,0.2,10,100,vivace,4,2,47.39308096614702,35.61888357411305,24.192649611111104,0.4796137240146067,2206.3366336633662,2218.202814339698,94.80624131944445,5.514575775535413
fifo,0.2,10,100,vivace,4,3,24.88385200383423,36.73482790762932,24.12849819444445,0.7170775751715914,703.8,1233.11472264016,94.80624131944445,5.514575775535413
